Date,Open,High,Low,Close,Volume
2010-09-30,1000.0,1000.0,1000.0,1000.0,0.0
2010-10-01,998.38,998.38,998.38,998.38,0.0
2010-10-04,1003.32,1003.32,1003.32,1003.32,0.0
2010-10-05,999.41,999.41,999.41,999.41,0.0
2010-10-06,1001.1,1001.1,1001.1,1001.1,0.0
2010-10-07,998.98,998.98,998.98,998.98,0.0
2010-10-08,998.33,998.33,998.33,998.33,0.0
2010-10-11,999.36,999.36,999.36,999.36,0.0
2010-10-12,993.32,993.32,993.32,993.32,0.0
2010-10-13,1001.87,1001.87,1001.87,1001.87,0.0
2010-10-14,1003.55,1003.55,1003.55,1003.55,0.0
2010-10-15,1002.35,1002.35,1002.35,1002.35,0.0
2010-10-18,997.8,997.8,997.8,997.8,0.0
2010-10-19,997.84,997.84,997.84,997.84,0.0
2010-10-20,999.24,999.24,999.24,999.24,0.0
2010-10-21,1001.55,1001.55,1001.55,1001.55,0.0
2010-10-22,1002.17,1002.17,1002.17,1002.17,0.0
2010-10-25,1004.58,1004.58,1004.58,1004.58,0.0
2010-10-26,1007.69,1007.69,1007.69,1007.69,0.0
2010-10-27,1007.07,1007.07,1007.07,1007.07,0.0
2010-10-28,1010.97,1010.97,1010.97,1010.97,0.0
2010-10-29,1015.26,1015.26,1015.26,1015.26,0.0
2010-11-01,1014.72,1014.72,1014.72,1014.72,0.0
2010-11-02,1018.99,1018.99,1018.99,1018.99,0.0
2010-11-03,1016.17,1016.17,1016.17,1016.17,0.0
2010-11-04,1019.68,1019.68,1019.68,1019.68,0.0
2010-11-08,1025.53,1025.53,1025.53,1025.53,0.0
2010-11-09,1030.02,1030.02,1030.02,1030.02,0.0
2010-11-10,1025.32,1025.32,1025.32,1025.32,0.0
2010-11-11,1018.15,1018.15,1018.15,1018.15,0.0
2010-11-12,1008.52,1008.52,1008.52,1008.52,0.0
2010-11-15,998.53,998.53,998.53,998.53,0.0
2010-11-16,996.53,996.53,996.53,996.53,0.0
2010-11-18,992.36,992.36,992.36,992.36,0.0
2010-11-19,990.17,990.17,990.17,990.17,0.0
2010-11-22,993.01,993.01,993.01,993.01,0.0
2010-11-23,982.9,982.9,982.9,982.9,0.0
2010-11-24,986.68,986.68,986.68,986.68,0.0
2010-11-25,989.19,989.19,989.19,989.19,0.0
2010-11-26,989.56,989.56,989.56,989.56,0.0
2010-11-29,989.81,989.81,989.81,989.81,0.0
2010-11-30,990.48,990.48,990.48,990.48,0.0
2010-12-01,996.46,996.46,996.46,996.46,0.0
2010-12-02,1006.41,1006.41,1006.41,1006.41,0.0
2010-12-03,994.85,994.85,994.85,994.85,0.0
2010-12-06,998.65,998.65,998.65,998.65,0.0
2010-12-07,1004.2,1004.2,1004.2,1004.2,0.0
2010-12-08,1002.08,1002.08,1002.08,1002.08,0.0
2010-12-09,1002.32,1002.32,1002.32,1002.32,0.0
2010-12-10,996.38,996.38,996.38,996.38,0.0
2010-12-13,996.4,996.4,996.4,996.4,0.0
2010-12-14,999.79,999.79,999.79,999.79,0.0
2010-12-15,1000.55,1000.55,1000.55,1000.55,0.0
2010-12-16,993.79,993.79,993.79,993.79,0.0
2010-12-17,996.33,996.33,996.33,996.33,0.0
2010-12-20,988.36,988.36,988.36,988.36,0.0
2010-12-21,992.6,992.6,992.6,992.6,0.0
2010-12-22,998.7,998.7,998.7,998.7,0.0
2010-12-23,1001.62,1001.62,1001.62,1001.62,0.0
2010-12-24,1001.42,1001.42,1001.42,1001.42,0.0
2010-12-27,1000.54,1000.54,1000.54,1000.54,0.0
2010-12-28,1005.79,1005.79,1005.79,1005.79,0.0
2010-12-29,1008.31,1008.31,1008.31,1008.31,0.0
2010-12-30,1006.41,1006.41,1006.41,1006.41,0.0
2010-12-31,1009.74,1009.74,1009.74,1009.74,0.0
2011-01-03,1015.04,1015.04,1015.04,1015.04,0.0
2011-01-04,1020.36,1020.36,1020.36,1020.36,0.0
2011-01-05,1022.43,1022.43,1022.43,1022.43,0.0
2011-01-06,1028.17,1028.17,1028.17,1028.17,0.0
